reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID12366	13458|vfid|47264|vsiid|68101|ssid|putative_cytoplasmic_protein_[Salmonella_typhimurium_LT2]	618	13458	47264	68101	putative_cytoplasmic_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16767040"" target=""_blank"">16767040</a>"	NP_462655.1	NP_462655|putative cytoplasmic protein|NP_462655	virulence protein	putative cytoplasmic protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	618	136	617	0.99838219	53814	184771.7557969077	2326234.5369028496	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	205	41	108.82767641762648	1375.8481600547657	176.0965637825671	2226.291521124216
ID01682	13362|vfid|47164|vsiid|68001|ssid|secreted_effector_protein_[Salmonella_typhimurium_LT2]	2349	13362	47164	68001	secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16765396"" target=""_blank"">16765396</a>"	NP_461011.1	NP_461011|Secreted effector protein of Salmonella dublin|NP_461011	virulence protein	secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	2349	130	2348	0.999574422	204387	184628.6264467941	2324432.570817488	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	796	38	422.5699045289301	5342.317733676065	179.89353108937	2274.294480066439
ID09156	12249|vfid|50886|vsiid|71723|ssid|RecName:_Full=Phospholipase_A1;_EC=3.1.1.32;_EC=3.1.1.4;_AltName:_Full=Detergent-resistant_phospholipase_A;_Short=DR-phospholipase_A;_AltName:_Full=Phosphatidylcholine_1-acylhydrolase;_AltName:_Full=Outer_membrane_phospholipase_A;_Short=OM_PLA;_Flags:_Pre	870	12249	50886	71723	RecName:_Full=Phospholipase_A1;_EC=3.1.1.32;_EC=3.1.1.4;_AltName:_Full=Detergent-resistant_phospholipase_A;_Short=DR-phospholipase_A;_AltName:_Full=Phosphatidylcholine_1-acylhydrolase;_AltName:_Full=Outer_membrane_phospholipase_A;_Short=OM_PLA;_Flags:_Pre		Phospholipase_A1		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/PA1_SALTY"" target=""_blank"">P0A231</a>"	P0A231	RecName: Full=Phospholipase A1; EC=3.1.1.32; EC=3.1.1.4; AltName: Full=Detergent-resistant phospholipase A; Short=DR-phospholipase A; AltName: Full=Phosphatidylcholine 1-acylhydrolase; AltName: Full=Outer membrane phospholipase A; Short=OM PLA; Flags: Pre|Name=pldA; OrderedLocusNames=STM3957; ORFNames=STMD1.33;	virulence protein	RecName: Full=Phospholipase A1; EC=3.1.1.32; EC=3.1.1.4; AltName: Full=Detergent-resistant phospholipase A; Short=DR-phospholipase A; AltName: Full=Phosphatidylcholine 1-acylhydrolase; AltName: Full=Outer membrane phospholipase A; Short=OM PLA; Flags: Pre		Oct 3 2010 03:29AM	virulence factor	Yes	Yes	870	129	869	0.9988508900000004	75684	184592.31263631125	2323975.3881720807	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	301	47	159.7908809839296	2020.1477862267527	183.6676792918731	2322.008949685923
ID08112	11009|vfid|49848|vsiid|70685|ssid|SubName:_Full=Export_membrane_protein_SecF;_SubName:_Full=Protein-export_membrane_protein_SecF;_	972	11009	49848	70685	SubName:_Full=Export_membrane_protein_SecF;_SubName:_Full=Protein-export_membrane_protein_SecF;_			Export_membrane_protein_SecF	"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q8XGX9"" target=""_blank"">Q8XGX9</a>"	Q8XGX9	SubName: Full=Protein-export membrane protein SecF; SubName: Full=Export membrane protein SecF; |Name=secF; OrderedLocusNames=STY0446, t2455;|SubName: Full=Export membrane protein SecF; SubName: Full=Protein-export membrane protein SecF; 	virulence protein	SubName: Full=Export membrane protein SecF; SubName: Full=Protein-export membrane protein SecF; 		Oct 3 2010 08:52AM	virulence factor	Yes	Yes	972	117	971	0.99897148	83841	183028.6056304316	2304288.6712981425	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	340	48	180.49468283899023	2281.894509359124	185.6941181471093	2347.6280960484805
ID08173	13411|vfid|21264|vsiid|40901|ssid|type_III_secretion_system_protein_[Salmonella_typhimurium_LT2]	969	13411	21264	40901	type_III_secretion_system_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764768"" target=""_blank"">16764768</a>"	NP_460383.1	NP_460383|Secretion system apparatus|NP_460383	virulence protein	type III secretion system protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	969	130	968	0.9989678399999998	83523	182898.90036565435	2302655.7114053187	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	328	24	174.12428226820236	2201.3570560876246	179.6948217422109	2271.782307623968
ID00933	13377|vfid|47183|vsiid|68020|ssid|tetrathionate_reductase_complex_subunit_A_[Salmonella_typhimurium_LT2]	3063	13377	47183	68020	tetrathionate_reductase_complex_subunit_A_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764733"" target=""_blank"">16764733</a>"	NP_460348.1	NP_460348|Tetrathionate reductase complex, subunit A|NP_460348	virulence protein	tetrathionate reductase complex subunit A [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	3063	117	3061	0.9993469679999996	262899	182125.48603338067	2292918.6002147524	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	1083	49	574.9286515136072	7268.505157752736	187.70115948860828	2373.002010366548
ID06655	11961|vfid|50641|vsiid|71478|ssid|RecName:_Full=Outer_membrane_protein_C;_AltName:_Full=Porin_ompC;_Flags:_Precursor;_	1134	11961	50641	71478	RecName:_Full=Outer_membrane_protein_C;_AltName:_Full=Porin_ompC;_Flags:_Precursor;_		Outer_membrane_protein_C		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/OMPC_SALTI"" target=""_blank"">P0A264</a>"	P0A264	RecName: Full=Outer membrane protein C; AltName: Full=Porin ompC; Flags: Precursor; |Name=ompC; OrderedLocusNames=STY2493, t0597;	virulence protein	RecName: Full=Outer membrane protein C; AltName: Full=Porin ompC; Flags: Precursor; 		Oct 3 2010 11:23AM	virulence factor	Yes	Yes	1134	122	1133	0.999118116	97303	182071.49669688937	2292238.8867021063	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	384	44	203.8528182652125	2577.198504687951	179.76439000459658	2272.661820712479
ID02192	13407|vfid|47213|vsiid|68050|ssid|secretion_system_apparatus_protein_SsaV_[Salmonella_typhimurium_LT2]	2046	13407	47213	68050	secretion_system_apparatus_protein_SsaV_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764764"" target=""_blank"">16764764</a>"	NP_460379.1	NP_460379|Secretion system apparatus: homology with the LcrD family of proteins|NP_460379	virulence protein	secretion system apparatus protein SsaV [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	2046	129	2045	0.999511064	175284	181788.09238554785	2288670.89064066	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	680	31	360.9893656779805	4563.789018718247	176.436640116315	2230.590918239612
ID05167	13408|vfid|21258|vsiid|40892|ssid|type_III_secretion_system_ATPase_[Salmonella_typhimurium_LT2]	1302	13408	21258	40892	type_III_secretion_system_ATPase_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764765"" target=""_blank"">16764765</a>"	NP_460380.1	NP_460380|Secretion system apparatus: homology with the YscN family of proteins|NP_460380	virulence protein	type III secretion system ATPase [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	1302	127	1301	0.9992316819999996	111301	181391.47341020653	2283677.547613471	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	450	33	238.8900214045459	3020.1544976811924	183.47927911255448	2319.6271103542185
ID01763	13367|vfid|47169|vsiid|68006|ssid|leucine-rich_repeat-containing_protein_[Salmonella_typhimurium_LT2]	2298	13367	47169	68006	leucine-rich_repeat-containing_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764163"" target=""_blank"">16764163</a>"	NP_459778.1	NP_459778|leucine-rich repeat protein|NP_459778	virulence protein	leucine-rich repeat-containing protein [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	2298	127	2280	0.992166896	196170	181138.74486891733	2280495.7525459705	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	758	52	402.3969693881018	5087.282464982986	175.10747144826013	2213.786973447775
ID01406	13454|vfid|21350|vsiid|41030|ssid|DNA_mismatch_repair_protein_[Salmonella_typhimurium_LT2]	2568	13454	21350	41030	DNA_mismatch_repair_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766215"" target=""_blank"">16766215</a>"	NP_461830.1	NP_461830|methyl-directed mismatch repair, recognize exocyclic adducts of guanosine|NP_461830	virulence protein	DNA mismatch repair protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	2568	120	2567	0.9996106679999998	218486	180533.3249458175	2272873.6529000057	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	892	50	473.5331090952332	5986.617359848053	184.3976281523494	2331.237289660457
ID10871	12321|vfid|50937|vsiid|71774|ssid|RecName:_Full=Lipoprotein_prgK;_Flags:_Precursor;_	759	12321	50937	71774	RecName:_Full=Lipoprotein_prgK;_Flags:_Precursor;_		Lipoprotein_prgK		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/PRGK_SALTY"" target=""_blank"">P41786</a>"	P41786	RecName: Full=Lipoprotein prgK; Flags: Precursor; |Name=prgK; OrderedLocusNames=STM2871;	virulence protein	RecName: Full=Lipoprotein prgK; Flags: Precursor; 		Feb 4 2012 08:59AM	virulence factor	Yes	Yes	759	135	758	0.9986824600000004	64456	180198.163758536	2268654.049498388	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	254	35	134.84014541501037	1704.709427580051	177.65500054678571	2245.9939757312923
ID03510	3069|vfid|52323|vsiid|73190|ssid|GAP_for_Rac_and_Cdc42,_dephosphorylation_of_Erk_and_vimentin	1632	3069	52323	73190	GAP_for_Rac_and_Cdc42,_dephosphorylation_of_Erk_and_vimentin				"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""none"" target=""_blank"">STM2878</a>"	sptP 	STM2878 sptP |SPTP.	protein toxin	GAP for Rac and Cdc42, dephosphorylation of Erk and vimentin	GAP for Rac and Cdc42, dephosphorylation of Erk and vimentin	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	1632	120	1631	0.9993870549999998	138324	179848.23132153592	2264248.479409922	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	540	52	286.6680256854551	3624.185397217431	175.6544275033426	2220.701836530289
ID07580	13436|vfid|21314|vsiid|40976|ssid|translocation_machinery_component_[Salmonella_typhimurium_LT2]	1032	13436	21314	40976	translocation_machinery_component_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766189"" target=""_blank"">16766189</a>"	NP_461804.1	NP_461804|cell invasion protein|NP_461804	virulence protein	translocation machinery component [Salmonella typhimurium LT2]		Jan 28 2010 02:12PM	virulence factor	Yes	Yes	1032	120	1031	0.9990308060000004	87428	179762.7207948222	2263171.921254958	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	347	43	184.2107498386165	2328.874690434164	178.49878860331057	2256.661521738531
ID03528	10582|vfid|30938|vsiid|51758|ssid|RecName:_Full=Propionate_catabolism_operon_regulatory_protein;_	1626	10582	30938	51758	RecName:_Full=Propionate_catabolism_operon_regulatory_protein;_		Propionate_catabolism_operon_regulatory_protein		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/PRPR_SALTY"" target=""_blank"">P74839</a>"	P74839	RecName: Full=Propionate catabolism operon regulatory protein; |Name=prpR; OrderedLocusNames=STM0367;	transcription factor	RecName: Full=Propionate catabolism operon regulatory protein; 		Oct 3 2010 02:27AM	virulence factor	Yes	Yes	1626	125	1624	0.9987698500000002	137557	179510.94815530308	2260002.1607741388	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	567	29	301.00142696972785	3805.394667078303	185.11772876367027	2340.341123664393
ID05191	13447|vfid|21336|vsiid|41009|ssid|ATP_synthase_SpaL_[Salmonella_typhimurium_LT2]	1296	13447	21336	41009	ATP_synthase_SpaL_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766200"" target=""_blank"">16766200</a>"	NP_461815.1	NP_461815|surface presentation of antigens; secretory proteins|NP_461815	virulence protein	ATP synthase SpaL [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	1296	125	1295	0.999228675	109464	179223.55965514694	2256384.0046783187	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	441	35	234.112220976455	2959.7514077275687	180.6421458151659	2283.7588022589266
ID11770	13404|vfid|21250|vsiid|40880|ssid|type_III_secretion_system_apparatus_protein_[Salmonella_typhimurium_LT2]	675	13404	21250	40880	type_III_secretion_system_apparatus_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764761"" target=""_blank"">16764761</a>"	NP_460376.1	NP_460376|Secretion system apparatus|NP_460376	virulence protein	type III secretion system apparatus protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	675	144	674	0.9985187799999996	56799	178552.40455781962	2247934.314084172	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	220	24	116.79067713111134	1476.5199766441383	173.0232253794242	2187.437002435761
ID05612	13369|vfid|21180|vsiid|40775|ssid|secreted_effector_protein_[Salmonella_typhimurium_LT2]	1227	13369	21180	40775	secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764975"" target=""_blank"">16764975</a>"	NP_460590.1	NP_460590|Salmonella translocated effector: regulated by SPI-2|NP_460590	virulence protein	secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	1227	114	1225	0.998369732	102825	177820.95644948143	2238725.5481435657	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	386	30	204.9145516936772	2590.621413566534	167.00452460772385	2111.3458953272484
ID04615	12199|vfid|31182|vsiid|52002|ssid|RecName:_Full=Nitrogen_regulation_protein_NR_I_;_	1410	12199	31182	52002	RecName:_Full=Nitrogen_regulation_protein_NR_I_;_		Nitrogen_regulation_protein_NR_I_		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/NTRC_SALTY"" target=""_blank"">P41789</a>"	P41789	RecName: Full=Nitrogen regulation protein NR(I); |Name=glnG; Synonyms=ntrC; OrderedLocusNames=STM4005;	transcription factor	RecName: Full=Nitrogen regulation protein NR(I); 		Oct 3 2010 05:03AM	virulence factor	Yes	Yes	1410	139	1409	0.99929088	117987	177559.46689302588	2235433.4538803333	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	487	55	258.5320898311419	3268.4783119349795	183.35609207882405	2318.069724776581
ID02874	13380|vfid|21202|vsiid|40808|ssid|sensory_histidine_kinase_[Salmonella_typhimurium_LT2]	1779	13380	21202	40808	sensory_histidine_kinase_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764736"" target=""_blank"">16764736</a>"	NP_460351.1	NP_460351|Tetrathionate reductase complex: sensory transduction histidine kinase|NP_460351	virulence protein	sensory histidine kinase [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	1779	122	1778	0.99943786	148779	177457.54687342828	2234150.30392829	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	602	30	319.5817619678592	4040.2955724535054	179.64123775596357	2271.1048749036013
ID08241	13383|vfid|47189|vsiid|68026|ssid|putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	960	13383	47189	68026	putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764739"" target=""_blank"">16764739</a>"	NP_460354.1	NP_460354|putative inner membrane protein|NP_460354	virulence protein	putative inner membrane protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	960	121	959	0.99895823	79945	176705.0088928915	2224676.021275589	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	330	44	175.186015696667	2214.779964966208	182.48543301736143	2307.0624635064664
ID00245	8119|vfid|10151|vsiid|12524|ssid|AIDA_autotransporter-like_protein_[Salmonella_typhimurium_LT2]	6120	8119	10151	12524	AIDA_autotransporter-like_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16765833"" target=""_blank"">16765833</a>"	NP_461448.1	NP_461448|AIDA autotransporter-like protein|NP_461448	virulence protein	AIDA autotransporter-like protein [Salmonella typhimurium LT2]		Jan 28 2010 03:02PM	virulence factor	Yes	Yes	6120	136	6114	0.99901995	508996	176478.47151082288	2221823.9669678584	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	2159	115	1146.141236027588	14490.030134430432	187.27797974306995	2367.6519827500706
